"treatment","village","site","sci.name","tag.no","h1","rcd1","disturbance","h0","rcd0","LUI","rgr"
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens",1339,120,2.7,"none",66,1.3,0.21,0.730887508542792
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens",1340,95,1.7,"browsed",40,1.2,0.21,0.348306694268216
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1340,71,3.9,"none",61,1.4,2.5,1.02450431651439
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens",1341,100,1.9,"browsed",31,0.8,0.21,0.864997437486604
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1341,70,3.5,"none",38,1.4,2.5,0.916290731874155
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens",1342,120,2.9,"none",60,1.3,0.21,0.802346472524937
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1342,74,4,"none",41,1.2,2.5,1.20397280432594
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens",1343,110,2.6,"none",49,1.3,0.21,0.693147180559945
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1343,73,4,"none",51,1.6,2.5,0.916290731874155
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens",1344,115,2.9,"none",79,1.7,0.21,0.534082485930258
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1344,95,4.3,"none",42,1.8,2.5,0.870828357797398
"CAFA","APC5","APC5_CAFA","Dolichandrone atrovirens",1345,75,1.5,"none",34,0.8,0.21,0.628608659422374
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1345,77,3,"none",49,1,2.5,1.09861228866811
"CAFA","APC5","APC5_CAFA","Wrightia tinctoria",1346,90,1.1,"partly_dried",40,1.1,0.21,0
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1346,125,4.4,"none",56,2.1,2.5,0.739667196194838
"CAFA","APC5","APC5_CAFA","Wrightia tinctoria",1347,130,2.9,"none",100,2.3,0.21,0.231801614057324
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1347,162,5.3,"none",74,2.7,2.5,0.674455047547793
"CAFA","APC5","APC5_CAFA","Wrightia tinctoria",1348,90,1.8,"none",60,1.2,0.21,0.405465108108164
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1348,116,3.8,"none",41,1.6,2.5,0.864997437486604
"CAFA","APC5","APC5_CAFA","Wrightia tinctoria",1349,50,1.1,"none",34,0.5,0.21,0.78845736036427
"CAFA","APC5","APC5_CAFA","Azadirachata indica",1350,30,0.6,"browsed",33,0.5,0.21,0.182321556793955
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1350,180,4.2,"none",96,2.1,2.5,0.693147180559945
"CAFA","APC5","APC5_CAFA","Wrightia tinctoria",1351,45,1.1,"none",20,0.4,0.21,1.01160091167848
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1351,135,4.1,"none",85,2.1,2.5,0.669049628980885
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1352,132,4,"none",56,1.5,2.5,0.980829253011726
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1353,91,4,"none",54,1.7,2.5,0.85566611005772
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1354,165,4.1,"none",85,2,2.5,0.717839793150317
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1356,140,4.7,"none",95,2.5,2.5,0.631271776841858
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1357,100,4,"none",48,1.1,2.5,1.29098418131557
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1358,93,3.6,"none",58,1.7,2.5,0.750305594399894
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1359,115,4.2,"none",79,1.9,2.5,0.793230639116928
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1360,56,2.3,"none",30,1.1,2.5,0.737598943130779
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1361,112,5.2,"none",81,1.5,2.5,1.24319351747922
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1362,72,2.7,"browsed",38,2.7,2.5,0
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1363,42,3.1,"none",35,1.2,2.5,0.949080554697146
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1364,100,3.5,"none",50,1.4,2.5,0.916290731874155
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1365,150,5.3,"none",74,2.4,2.5,0.792238083204176
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1366,92,3.6,"none",43,1.4,2.5,0.944461608840851
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1367,95,3.5,"none",43,1.3,2.5,0.990398704027877
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1368,73,3.2,"none",37,1.3,2.5,0.90078654533819
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1369,120,4.3,"none",51,2,2.5,0.765467842139571
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1370,65,3.3,"none",38,1.8,2.5,0.606135803570315
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1371,96,4.3,"none",38,1.9,2.5,0.816761136527122
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1372,110,3.7,"none",59,1.7,2.5,0.777704568588009
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens",1375,70,1.3,"none",16,0.3,1.68,1.46633706879343
"CAFA","APC11","APC11_CAFA","Tectona grandis",1376,25,0.8,"partly_dried",NA,NA,NA,NA
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1376,46,3,"none",36,1.1,2.5,1.00330210886378
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens",1377,90,1.8,"none",20,1.3,1.68,0.325422400434628
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1377,79,3,"none",80,2.5,2.5,0.182321556793955
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1377,79,3,"none",42,1.1,2.5,1.00330210886378
"CAFA","APC11","APC11_CAFA","Cassia fistula",1378,30,0.4,"none",20,0.3,1.68,0.287682072451781
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1378,118,3.9,"none",37,1.1,2.5,1.26566637333128
"CAFA","APC11","APC11_CAFA","Cassia fistula",1379,60,1.1,"none",30,0.5,1.68,0.78845736036427
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1379,185,5.3,"none",72,2.4,2.5,0.792238083204176
"CAFA","APC11","APC11_CAFA","Tectona grandis",1380,170,1.9,"partly_dried",NA,NA,NA,NA
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1380,128,4.1,"none",46,1.5,2.5,1.0055218656021
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens",1381,70,1.1,"none",60,0.9,1.68,0.200670695462151
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1381,71,3.2,"none",38,1.3,2.5,0.90078654533819
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1382,87,3.4,"none",60,1.2,2.5,1.04145387482816
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens",1383,70,0.9,"trampled",39,0.8,1.68,0.117783035656383
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1383,64,3.9,"none",38,1.7,2.5,0.83034830207343
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens",1384,60,1.4,"none",40,1.1,1.68,0.241162056816888
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1384,93,4.3,"none",39,1.8,2.5,0.870828357797398
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens",1385,55,1.8,"none",45,1.1,1.68,0.492476485097794
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1385,123,4.1,"none",53,1.8,2.5,0.823200308808143
"CAFA","APC11","APC11_CAFA","Albizia amara",1386,80,1.1,"browsed",80,1.1,1.68,0
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1386,80,3.3,"none",43,1.7,2.5,0.663294217410264
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1387,63,3.2,"none",38,1.5,2.5,0.757685701697516
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens",1388,57,1.8,"browsed",50,1.6,1.68,0.117783035656383
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1388,114,3.7,"none",66,1.5,2.5,0.902867711542015
"CAFA","APC11","APC11_CAFA","Albizia amara",1389,110,1.1,"browsed",100,0.9,1.68,0.200670695462151
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens",1390,47,1.2,"none",38,0.7,1.68,0.538996500732687
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1390,110,3.7,"none",53,2.6,2.5,0.352821374622743
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens",1391,50,2.1,"none",48,1.9,1.68,0.100083458556983
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1391,81,4.3,"none",43,1.2,2.5,1.27629346590556
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens",1392,205,2.8,"none",60,0.8,1.68,1.25276296849537
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1392,90,3.4,"none",40,1.9,2.5,0.581921545449721
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens",1393,160,2.5,"browsed",83,1.9,1.68,0.27443684570176
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1393,150,2.6,"none",90,2.4,2.5,0.0800427076735365
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1394,148,4.3,"none",56,2,2.5,0.765467842139571
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens",1395,60,1.3,"none",55,0.7,1.68,0.619039208406224
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1395,168,4.7,"none",74,1.5,2.5,1.14209740060785
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens",1396,110,2.1,"none",87,1.6,1.68,0.271933715483642
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1396,115,3.3,"none",38,1,2.5,1.19392246847243
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens",1397,80,1.3,"none",65,1.1,1.68,0.167054084663166
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1397,54,3,"none",27,1,2.5,1.09861228866811
"CAFA","APC11","APC11_CAFA","Dolichandrone atrovirens",1399,90,2.8,"none",50,1.1,1.68,0.934309237376833
"CAFA","APC6","APC6_CAFA","Dolichandrone atrovirens",1399,74,3.5,"none",33,0.8,2.5,1.47590651980958
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1418,100,2.6,"browsed",68,1.6,0.46,0.485507815781701
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1419,100,2.7,"none",57,1.4,0.46,0.65677953638907
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1420,40,1.5,"none",18,1.1,0.46,0.310154928303839
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1421,45,1.4,"none",27,0.9,0.46,0.441832752279039
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1422,65,2.3,"browsed",58,1.8,0.46,0.245122458032985
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1423,50,1.1,"none",20,0.7,0.46,0.451985123743057
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1424,38,0.8,"browsed",20,0.8,0.46,0
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1425,40,1.1,"browsed",28,1.1,0.46,0
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1426,110,2.3,"none",66,1.9,0.46,0.191055236762709
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1427,40,1.5,"browsed",25,0.9,0.46,0.510825623765991
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1428,50,1.8,"none",28,1.3,0.46,0.325422400434628
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1429,111,1.9,"none",72,1.6,0.46,0.171850256926659
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1430,100,2.5,"browsed",80,1.8,0.46,0.328504066972036
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1431,98,2.8,"none",68,1.7,0.46,0.498991166118988
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1432,116,2.3,"none",68,1.4,0.46,0.496436886313891
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1433,30,1.2,"none",10,1.1,0.46,0.0870113769896297
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1434,40,1.1,"none",20,0.7,0.46,0.451985123743057
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1435,25,0.6,"none",14,0.4,0.46,0.405465108108164
"CAFA","APC4","APC4_CAFA","Dolichandrone atrovirens",1436,50,2.1,"none",35,0.9,0.46,0.847297860387204
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia",1467,50,0.6,"browsed",46,0.6,0.36,0
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens",1468,70,1.8,"none",31,1.1,0.36,0.492476485097794
"CAFA","APC3","APC3_CAFA","Acacia chundra",1469,110,1.1,"none",65,0.7,0.36,0.451985123743057
"CAFA","APC3","APC3_CAFA","Acacia chundra",1470,140,2.2,"none",96,1.1,0.36,0.693147180559945
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia",1471,35,0.7,"browsed",33,0.4,0.36,0.559615787935423
"CAFA","APC3","APC3_CAFA","Acacia chundra",1472,120,1.6,"none",85,1.1,0.36,0.374693449441411
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens",1473,80,2.1,"browsed",25,0.8,0.36,0.965080896043587
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens",1474,150,2.8,"browsed",95,2.1,0.36,0.287682072451781
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens",1475,45,0.8,"none",15,0.4,0.36,0.693147180559945
"CAFA","APC3","APC3_CAFA","Wrightia tinctoria",1476,60,1.8,"trampled",12,0.8,0.36,0.810930216216329
"CAFA","APC3","APC3_CAFA","Annona squamosa",1478,140,1.7,"none",53,0.8,0.36,0.75377180237638
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens",1481,90,1.5,"none",45,0.9,0.36,0.510825623765991
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens",1482,65,0.9,"none",32,0.5,0.36,0.587786664902119
"CAFA","APC3","APC3_CAFA","Wrightia tinctoria",1483,30,0.6,"none",16,0.4,0.36,0.405465108108164
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens",1484,65,1.3,"none",21,0.6,0.36,0.773189888233482
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens",1485,130,2.5,"none",54,1.3,0.36,0.653926467406664
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia",1486,63,0.7,"none",35,0.4,0.36,0.559615787935423
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens",1487,130,1.8,"none",86,1.1,0.36,0.492476485097794
"CAFA","APC3","APC3_CAFA","Dolichandrone atrovirens",1488,56,0.9,"browsed",28,0.6,0.36,0.405465108108164
"CAFA","APC3","APC3_CAFA","Dalbergia paniculata",1491,60,1.1,"none",32,0.6,0.36,0.606135803570316
"CAFA","APC3","APC3_CAFA","Acacia chundra",1492,120,2.1,"none",83,0.8,0.36,0.965080896043587
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia",1493,50,1.4,"browsed",37,0.4,0.36,1.25276296849537
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia",1494,70,1.6,"browsed",70,1.1,0.36,0.374693449441411
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia",1495,50,1.1,"browsed",30,0.6,0.36,0.606135803570316
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia",1496,30,0.6,"browsed",33,0.4,0.36,0.405465108108164
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia",1497,26,0.4,"none",18,0.3,0.36,0.287682072451781
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia",1498,45,0.5,"browsed",35,0.5,0.36,0
"CAFA","APC3","APC3_CAFA","Chloroxylon swietenia",1499,40,0.6,"browsed",38,0.4,0.36,0.405465108108164
"CAFA","APA20","APA20_CAFA","Gyrocarpus americanus",3426,17,1,"partly_dried",23,0.4,0.9,0.916290731874155
"CAFA","APA20","APA20_CAFA","Gyrocarpus americanus",3427,26,0.7,"partly_dried",75,3.1,0.9,-1.48807705542983
"CAFA","APA20","APA20_CAFA","Wrightia tinctoria",3428,65,1.3,"none",56,1.1,0.9,0.167054084663166
"CAFA","APA20","APA20_CAFA","Acacia chundra",3429,78,3.9,"none",40,0.4,0.9,2.27726728500976
"CAFA","APA20","APA20_CAFA","Gyrocarpus americanus",3430,62,1.3,"partly_dried",57,1.7,0.9,-0.268263986594679
"CAFA","APA20","APA20_CAFA","Wrightia tinctoria",3431,60,0.5,"none",20,0.9,0.9,-0.587786664902119
"CAFA","APA20","APA20_CAFA","Acacia chundra",3432,176,3.4,"none",35,0.5,0.9,1.91692261218206
"CAFA","APA20","APA20_CAFA","Wrightia tinctoria",3434,46,1.3,"none",24,0.7,0.9,0.619039208406224
"CAFA","APA20","APA20_CAFA","Azadirachata indica",3435,42,0.8,"browsed",20,0.5,0.9,0.470003629245736
"CAFA","APA20","APA20_CAFA","Gyrocarpus americanus",3436,52,1.2,"partly_dried",23,0.9,0.9,0.287682072451781
"CAFA","APA20","APA20_CAFA","Carissa carandas",3437,23,0.6,"none",18,0.3,0.9,0.693147180559945
"CAFA","APA2","APA2_CAFA","Holoptelia intergrifolia",3448,66,2.7,"none",20,0.9,0.45,1.09861228866811
"CAFA","APA2","APA2_CAFA","Cassia fistula",3449,20,0.5,"partly_dried",86,1.3,0.45,-0.955511445027436
"CAFA","APA2","APA2_CAFA","Pongamia pinnata",3450,26,1.4,"none",10,0.2,0.45,1.94591014905531
"CAFA","APA2","APA2_CAFA","Dalbergia paniculata",3451,31,2,"partly_dried",56,1,0.45,0.693147180559945
"CAFA","APA2","APA2_CAFA","Dalbergia paniculata",3453,13,0.9,"none",74,0.8,0.45,0.117783035656383
"CAFA","APA2","APA2_CAFA","Dalbergia paniculata",3454,35,1.3,"partly_dried",73,1.2,0.45,0.0800427076735365
"CAFA","APA2","APA2_CAFA","Dalbergia paniculata",3455,31,1.1,"partly_dried",83,1.1,0.45,0
"CAFA","APA2","APA2_CAFA","Cassia fistula",3457,29,1.9,"partly_dried",70,0.9,0.45,0.747214401830221
"CAFA","APA2","APA2_CAFA","Cassia fistula",3458,24,1.5,"partly_dried",68,0.8,0.45,0.628608659422374
"CAFA","APA2","APA2_CAFA","Cassia fistula",3459,29,2,"partly_dried",46,0.6,0.45,1.20397280432594
"CAFA","APA2","APA2_CAFA","Pongamia pinnata",3462,27,1.3,"partly_dried",34,0.5,0.45,0.955511445027436
"CAFA","APA2","APA2_CAFA","Wrightia tinctoria",3463,120,4.6,"none",92,1.7,0.45,0.995428052432879
"CAFA","APA2","APA2_CAFA","Dalbergia paniculata",3464,29,1.3,"partly_dried",56,1.8,0.45,-0.325422400434628
"CAFA","APC8","APC8_CAFA","Tamarindus indica",3701,32,2.3,"browsed",49,0.5,0.94,1.52605630349505
"CAFA","APC8","APC8_CAFA","Dalbergia paniculata",3702,42,0.5,"partly_dried",45,0.5,0.94,0
"CAFA","APC8","APC8_CAFA","Dalbergia paniculata",3703,35,1.5,"partly_dried",20,1.1,0.94,0.310154928303839
"CAFA","APC8","APC8_CAFA","Azadirachata indica",3704,32,2.4,"trampled",75,1.1,0.94,0.780158557549575
"CAFA","APC8","APC8_CAFA","Tamarindus indica",3705,65,2.1,"browsed",36,0.5,0.94,1.43508452528932
"CAFA","APC8","APC8_CAFA","Cassia fistula",3706,45,0.8,"partly_dried",61,0.9,0.94,-0.117783035656383
"CAFA","APC8","APC8_CAFA","Chloroxylon swietenia",3707,20,1.8,"browsed",70,1.3,0.94,0.325422400434628
"CAFA","APC8","APC8_CAFA","Limonia acidissima",3708,60,1.8,"browsed",NA,NA,NA,NA
"CAFA","APC8","APC8_CAFA","Azadirachata indica",3709,40,1.2,"none",59,0.5,0.94,0.8754687373539
"CAFA","APC8","APC8_CAFA","Tamarindus indica",3711,22,0.5,"none",73,0.5,0.94,0
"CAFA","APC8","APC8_CAFA","Tamarindus indica",3713,10,0.8,"trampled",49,2.5,0.94,-1.13943428318836
"CAFA","APC9","APC9_CAFA","Pongamia pinnata",3714,30,0.8,"partly_dried",32,0.6,1,0.287682072451781
"CAFA","APC2","APC2_CAFA","Diospyros montana",3715,50,0.9,"partly_dried",56,1.4,1.5,-0.441832752279039
"CAFA","APC9","APC9_CAFA","Pongamia pinnata",3716,75,2.7,"none",30,1.4,1,0.65677953638907
"CAFA","APC9","APC9_CAFA","Pongamia pinnata",3717,60,1.7,"none",33,0.9,1,0.635988766719997
"CAFA","APC9","APC9_CAFA","Limonia acidissima",3718,70,1.5,"none",14,0.5,1,1.09861228866811
"CAFA","APC9","APC9_CAFA","Limonia acidissima",3719,53,3.5,"none",15,0.4,1,2.16905370036952
"CAFA","APC2","APC2_CAFA","Tectona grandis",3720,37,2.1,"none",NA,NA,NA,NA
"CAFA","APC9","APC9_CAFA","Tectona grandis",3720,85,1.9,"none",NA,NA,NA,NA
"CAFA","APC2","APC2_CAFA","Dalbergia paniculata",3721,32,2.1,"none",60,0.8,1.5,0.965080896043587
"CAFA","APC8","APC8_CAFA","Dalbergia paniculata",3722,56,2.2,"none",90,1.3,0.94,0.526093095896779
"CAFA","APC8","APC8_CAFA","Dalbergia paniculata",3723,54,2.2,"none",42,1,0.94,0.78845736036427
"CAFA","APC9","APC9_CAFA","Limonia acidissima",3724,40,3.2,"browsed",43,0.9,1,1.26851132546351
"CAFA","APC8","APC8_CAFA","Tectona grandis",3725,65,1.2,"partly_dried",NA,NA,NA,NA
"CAFA","APC8","APC8_CAFA","Pongamia pinnata",3725,32,1.5,"partly_dried",66,0.8,0.94,0.628608659422374
"CAFA","APC2","APC2_CAFA","Tectona grandis",3726,36,2.5,"partly_dried",NA,NA,NA,NA
"CAFA","APC9","APC9_CAFA","Limonia acidissima",3727,95,2.2,"none",47,0.6,1,1.29928298413026
"CAFA","APC9","APC9_CAFA","Pongamia pinnata",3728,60,2.2,"partly_dried",40,1.2,1,0.606135803570316
"CAFA","APC8","APC8_CAFA","Wrightia tinctoria",3730,85,2.8,"partly_dried",17,0.4,0.94,1.94591014905531
"CAFA","APC8","APC8_CAFA","Azadirachata indica",3731,62,3.4,"browsed",24,1,0.94,1.22377543162212
"CAFA","APC8","APC8_CAFA","Tamarindus indica",3732,21,0.6,"none",33,0.4,0.94,0.405465108108164
"CAFA","APC8","APC8_CAFA","Cassia fistula",3733,40,1.1,"none",17,1,0.94,0.0953101798043249
"CAFA","APC8","APC8_CAFA","Tamarindus indica",3734,80,2.7,"none",48,0.5,0.94,1.68639895357023
"CAFA","APC8","APC8_CAFA","Azadirachata indica",3735,20,0.8,"browsed",10,1,0.94,-0.22314355131421
"CAFA","APC8","APC8_CAFA","Dolichandrone atrovirens",3735,110,2.5,"none",13,0.5,0.94,1.6094379124341
"CAFA","APC2","APC2_CAFA","Gardenia gummifera",3736,90,3.2,"none",35,0.8,1.5,1.38629436111989
"CAFA","APC9","APC9_CAFA","Pongamia pinnata",3736,35,0.5,"partly_dried",36,1.3,1,-0.955511445027436
"CAFA","APC2","APC2_CAFA","Tectona grandis",3737,85,1.7,"partly_dried",NA,NA,NA,NA
"CAFA","APC9","APC9_CAFA","Limonia acidissima",3738,75,3.2,"none",58,0.8,1,1.38629436111989
"CAFA","APC2","APC2_CAFA","Dalbergia paniculata",3739,130,4,"none",68,0.8,1.5,1.6094379124341
"CAFA","APC2","APC2_CAFA","Tectona grandis",3740,130,3.2,"partly_dried",NA,NA,NA,NA
"CAFA","APC2","APC2_CAFA","Tectona grandis",3741,220,3.5,"none",NA,NA,NA,NA
"CAFA","APC2","APC2_CAFA","Tectona grandis",3742,110,2,"none",NA,NA,NA,NA
"CAFA","APC2","APC2_CAFA","Tectona grandis",3743,70,2.4,"none",NA,NA,NA,NA
"CAFA","APC9","APC9_CAFA","Limonia acidissima",3748,150,2.2,"none",37,0.5,1,1.48160454092422
"CAFA","APC2","APC2_CAFA","Tectona grandis",3750,120,1.3,"partly_dried",NA,NA,NA,NA
"CAFA","APC9","APC9_CAFA","Pongamia pinnata",3752,50,3.4,"none",40,1.3,1,0.961411167154625
"CAFA","APC9","APC9_CAFA","Pongamia pinnata",3760,40,1.1,"none",38,0.9,1,0.200670695462151
"CAFA","APC9","APC9_CAFA","Pongamia pinnata",3761,54,2.7,"none",51,1.7,1,0.462623521948113
"CAFA","APC9","APC9_CAFA","Pongamia pinnata",3763,70,2.2,"none",30,2,1,0.095310179804325
"CAFA","APC9","APC9_CAFA","Cassia fistula",3764,62,3.2,"none",53,0.4,1,2.07944154167984
"CAFA","APC9","APC9_CAFA","Pongamia pinnata",3766,82,3.2,"none",31,0.9,1,1.26851132546351
"CAFA","APC9","APC9_CAFA","Limonia acidissima",3767,55,2.4,"none",NA,NA,NA,NA
"CAFA","APC9","APC9_CAFA","Limonia acidissima",3769,110,3,"none",72,1,1,1.09861228866811
"CAFA","APC9","APC9_CAFA","Dalbergia paniculata",3770,70,3.5,"none",78,0.8,1,1.47590651980958
"CAFA","APC9","APC9_CAFA","Dalbergia paniculata",3771,44,3.2,"partly_dried",33,1.4,1,0.826678573184468
"CAFA","APC14","APC14_CAFA","Pongamia pinnata",3772,26,2.7,"none",80,1.5,1.85,0.587786664902119
"CAFA","APC9","APC9_CAFA","Limonia acidissima",3772,113,2.7,"none",25,0.9,1,1.09861228866811
"CAFA","APC9","APC9_CAFA","Limonia acidissima",3773,96,2.6,"none",43,1,1,0.955511445027436
"CAFA","APC14","APC14_CAFA","Tectona grandis",3774,100,3.5,"trampled",NA,NA,NA,NA
"CAFA","APC9","APC9_CAFA","Limonia acidissima",3774,46,2.8,"none",35,0.4,1,1.94591014905531
"CAFA","APC14","APC14_CAFA","Dolichandrone atrovirens",3775,32,2.7,"browsed",31,1,1.85,0.993251773010283
"CAFA","APC9","APC9_CAFA","Limonia acidissima",3775,41,2.7,"browsed",38,0.7,1,1.34992671694902
"CAFA","APC14","APC14_CAFA","Tectona grandis",3776,116,3.3,"partly_dried",NA,NA,NA,NA
"CAFA","APC14","APC14_CAFA","Tectona grandis",3778,25,2.3,"partly_dried",NA,NA,NA,NA
"CAFA","APC9","APC9_CAFA","Hardwickia binata",3779,32,2.8,"browsed",18,2,1,0.336472236621213
"CAFA","APC9","APC9_CAFA","Limonia acidissima",3780,42,2.5,"none",26,0.4,1,1.83258146374831
"CAFA","APC13","APC13_CAFA","Tectona grandis",3783,20,3.1,"none",NA,NA,NA,NA
"CAFA","APC13","APC13_CAFA","Holoptelia intergrifolia",3784,35,2.8,"partly_dried",46,0.7,1.62,1.38629436111989
"CAFA","APA5","APA5_CAFA","Acacia nilotica",3860,20,3,"trampled",NA,NA,NA,NA
"CAFA","APA5","APA5_CAFA","Azadirachata indica",3861,22,2.3,"browsed",NA,NA,NA,NA
"CAFA","APA5","APA5_CAFA","Ziziphus mauritiana",3862,51,3.2,"none",NA,NA,NA,NA
"CAFA","APA5","APA5_CAFA","Ziziphus mauritiana",3863,44,2.3,"partly_dried",NA,NA,NA,NA
