site_code,sapling_name,sapling_tag_no,treatment,type_recruit,Note on revisit,sapling_coordinate,sapling_altitude,sapling_coordinate-accuracy,sapling_height (cm),sapling_rcd (cm),sapling_line_to_sapling (m),sapling_to_sapling (m),sapling_disturbance,PARENT_KEY,KEY,site
APC11,Dolichandrone atrovirens,1392,bodha_grass_removed_no_fire,seedling recruitment,,"13.83878877,78.41061682",524.8681641,4.288,60,0.8,9,5,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[19],APC11bodha_grass_removed_no_fire
APC12,Acacia chundra,4660,bodha_grass_removed_no_fire,seedling recruitment,,"13.89438346,78.41311123",415.9261475,3.216,60,0.8,6,4,none,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4/sapling_repeat[3],APC12bodha_grass_removed_no_fire
APC12,Acacia chundra,4674,bodha_grass_removed_no_fire,clonal offspring,,"13.89385199,78.41333671",446.104126,4.288,60,0.8,4,2.5,none,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4/sapling_repeat[17],APC12bodha_grass_removed_no_fire
APC12,Acacia chundra,4688,bodha_grass_present_no_fire,seedling recruitment,,"13.89261763,78.41359733",429,4.5509996,60,0.8,4,6,none,uuid:21ad8535-3e2e-4066-88cc-bec794453533,uuid:21ad8535-3e2e-4066-88cc-bec794453533/sapling_repeat[9],APC12bodha_grass_present_no_fire
APC2,Dalbergia paniculata,3721,bodha_grass_removed_no_fire,seedling recruitment,,"13.89516173,78.47735184",441,4.288,60,0.8,9,0.2,none,uuid:bcf824e4-8cc6-43d5-8793-f9088bf2ffad,uuid:bcf824e4-8cc6-43d5-8793-f9088bf2ffad/sapling_repeat[3],APC2bodha_grass_removed_no_fire
APC7,Dalbergia paniculata,4552,bodha_grass_removed_no_fire,seedling recruitment,,"13.93993022,78.49538711",477,4.288,60,0.8,0.5,1,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[29],APC7bodha_grass_removed_no_fire
APA16,Premna tomentosa,4777,bodha_grass_removed_no_fire,clonal offspring,,"14.11651099,78.34046322",404.434082,4.288,60,0.9,6,0,none,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed/sapling_repeat[11],APA16bodha_grass_removed_no_fire
APC11,Dolichandrone atrovirens,1381,bodha_grass_removed_no_fire,seedling recruitment,,"13.83841402,78.41049992",519.7314453,4.288,60,0.9,6,3,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[7],APC11bodha_grass_removed_no_fire
APC4,Dolichandrone atrovirens,1444,bodha_grass_present_no_fire,clonal offspring,,"13.84585646,78.44844006",522.0407104,4.288,60,0.9,4,7,none,uuid:65cc4ceb-42ae-43e1-9f3e-daae5612fa8f,uuid:65cc4ceb-42ae-43e1-9f3e-daae5612fa8f/sapling_repeat[3],APC4bodha_grass_present_no_fire
APA17,Dolichandrone atrovirens,4752,bodha_grass_removed_no_fire,seedling recruitment,,"14.11856741,78.33435108",415.2107544,4.288,60,1.1,2.5,5,none,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3/sapling_repeat[17],APA17bodha_grass_removed_no_fire
APC11,Dolichandrone atrovirens,4700,bodha_grass_removed_no_fire,seedling recruitment,,"13.83875635,78.41072326",526.8193359,3.216,60,1.1,7,1,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[25],APC11bodha_grass_removed_no_fire
APC3,Chloroxylon swietenia,1325,all_burnt,clonal offspring,from an old sapling,"13.82752389,78.41306304",458.3244629,4.288,60,1.1,0.2,4,none,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4/sapling_repeat[26],APC3all_burnt
APC12,Acacia chundra,4676,bodha_grass_removed_no_fire,seedling recruitment,,"13.89373895,78.41339842",445.7299805,3.216,60,1.2,3,7,none,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4/sapling_repeat[19],APC12bodha_grass_removed_no_fire
APC3,Dolichandrone atrovirens,1315,all_burnt,clonal offspring,from an old sapling,"13.82789975,78.41305557",469.7514648,4.288,60,1.2,0.5,1.5,none,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4/sapling_repeat[16],APC3all_burnt
APC5,Wrightia tinctoria,1348,bodha_grass_removed_no_fire,clonal offspring,,"13.80483216,78.41403465",499.3552246,3.216,60,1.2,1,2.5,none,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8/sapling_repeat[22],APC5bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1382,bodha_grass_removed_no_fire,seedling recruitment,,"13.93970823,78.49314012",457,4.288,60,1.2,6,0.9,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[4],APC6bodha_grass_removed_no_fire
APA18,Dolichandrone atrovirens,1106,bodha_grass_present_no_fire,clonal offspring,,"14.058495,78.33704666666667",542.6,4.8,60,1.3,8,3,none,uuid:33e246ea-50de-4bc0-ba17-535cd85563b4,uuid:33e246ea-50de-4bc0-ba17-535cd85563b4/sapling_repeat[6],APA18bodha_grass_present_no_fire
APC4,Acacia chundra,1464,bodha_grass_present_no_fire,seedling recruitment,,"13.84571518,78.44894838",504.7456665,4.288,60,1.3,0.7,0.5,none,uuid:65cc4ceb-42ae-43e1-9f3e-daae5612fa8f,uuid:65cc4ceb-42ae-43e1-9f3e-daae5612fa8f/sapling_repeat[20],APC4bodha_grass_present_no_fire
APC5,Dolichandrone atrovirens,1342,bodha_grass_removed_no_fire,seedling recruitment,,"13.8051894,78.41411308",510.7154541,4.288,60,1.3,1,1.2,none,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8/sapling_repeat[16],APC5bodha_grass_removed_no_fire
APA10,Dolichandrone atrovirens,3952,bodha_grass_removed_no_fire,seedling recruitment,,"14.01922239,78.38247536",441,3.216,60,1.5,1,0.5,none,uuid:d035842c-e768-4f37-9230-66f5cc58b691,uuid:d035842c-e768-4f37-9230-66f5cc58b691/sapling_repeat[11],APA10bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,4579,bodha_grass_removed_no_fire,seedling recruitment,,"13.93967035,78.49342205",479,4.288,60,1.6,5,1.5,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[96],APC6bodha_grass_removed_no_fire
APA15,Wrightia tinctoria,3870,bodha_grass_present_no_fire,seedling recruitment,,"14.07277262,78.36366415",412,4.288,60,1.8,5,0,none,uuid:e5a70f6f-46f5-47f8-a9d9-0f855653ec2d,uuid:e5a70f6f-46f5-47f8-a9d9-0f855653ec2d/sapling_repeat[1],APA15bodha_grass_present_no_fire
APA16,Wrightia tinctoria,4769,bodha_grass_removed_no_fire,clonal offspring,,"14.11658183,78.34054314",398.1914063,4.288,60,1.8,5,0,none,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed/sapling_repeat[19],APA16bodha_grass_removed_no_fire
APC7,Dolichandrone atrovirens,4560,bodha_grass_removed_no_fire,seedling recruitment,,"13.94024471,78.4953977",459,4.288,60,1.8,3,1.5,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[7],APC7bodha_grass_removed_no_fire
APC7,Dolichandrone atrovirens,4547,bodha_grass_removed_no_fire,seedling recruitment,,"13.93993757,78.49541331",481,4.288,60,1.9,2,4,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[23],APC7bodha_grass_removed_no_fire
APC1,Dolichandrone atrovirens,1410,all_burnt,clonal offspring,from an old sapling,"13.85284371,78.44293489",486.4718018,4.288,60,2.8,9,6,none,uuid:82f8ef67-d9ae-4212-b3bc-98cd770c64fc,uuid:82f8ef67-d9ae-4212-b3bc-98cd770c64fc/sapling_repeat[14],APC1all_burnt
APA18,Carissa carandas,1107,bodha_grass_present_no_fire,clonal offspring,,"14.058294999999998,78.33690333333334",529.9,3.1,59,0.4,6,1.5,none,uuid:33e246ea-50de-4bc0-ba17-535cd85563b4,uuid:33e246ea-50de-4bc0-ba17-535cd85563b4/sapling_repeat[7],APA18bodha_grass_present_no_fire
APC8,Azadirachata indica,3709,bodha_grass_removed_no_fire,seedling recruitment,,"13.87382962,78.5280688",433,4.288,59,0.5,5,1,browsed,uuid:29d8362e-6fe7-465c-9c5d-61e347224d38,uuid:29d8362e-6fe7-465c-9c5d-61e347224d38/sapling_repeat[7],APC8bodha_grass_removed_no_fire
APA8,Dolichandrone atrovirens,3995,bodha_grass_removed_no_fire,clonal offspring,,"14.02150373,78.38101421",457,4.288,59,0.6,5,0,none,uuid:b2af20a6-b1a1-46f5-ae91-f978aeedb971,uuid:b2af20a6-b1a1-46f5-ae91-f978aeedb971/sapling_repeat[5],APA8bodha_grass_removed_no_fire
APA18,Dolichandrone atrovirens,1104,bodha_grass_present_no_fire,clonal offspring,,"14.058601666666668,78.33742000000001",539.3,4.4,59,0.7,7.8,1.5,none,uuid:33e246ea-50de-4bc0-ba17-535cd85563b4,uuid:33e246ea-50de-4bc0-ba17-535cd85563b4/sapling_repeat[4],APA18bodha_grass_present_no_fire
APA19,Chloroxylon swietenia,1003,bodha_grass_removed_no_fire,seedling recruitment,,"14.050960000000002,78.32475333333333",580.4,4.6,59,1.5,9,5,none,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d/sapling_repeat[4],APA19bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1372,bodha_grass_removed_no_fire,seedling recruitment,,"13.93966309,78.49324683",464,4.288,59,1.7,1,1,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[33],APC6bodha_grass_removed_no_fire
APC13,Tectona grandis,4512,bodha_grass_removed_no_fire,seedling recruitment,,"13.905569,78.50212089",443,4.288,59,2.1,5,4,none,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e/sapling_repeat[4],APC13bodha_grass_removed_no_fire
APC1,Diospyros melanoxylon,1000,bodha_grass_removed_no_fire,clonal offspring,,"13.84885058,78.42887641",465.0855713,4.288,58,0.5,8,2.7,none,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e/sapling_repeat[1],APC1bodha_grass_removed_no_fire
APC12,Dolichandrone atrovirens,4955,all_burnt,clonal offspring,,"13.86998646,78.41789695",435.1911621,4.288,58,0.7,2.5,3,none,uuid:bec5093d-0eb3-46a5-b0c2-77590f620871,uuid:bec5093d-0eb3-46a5-b0c2-77590f620871/sapling_repeat[16],APC12all_burnt
APA19,Dalbergia paniculata,1018,bodha_grass_removed_no_fire,seedling recruitment,,"14.051126666666669,78.32475500000001",578.9,4.9,58,0.8,6,3,none,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d/sapling_repeat[18],APA19bodha_grass_removed_no_fire
APC12,Acacia chundra,4659,bodha_grass_removed_no_fire,seedling recruitment,,"13.89433838,78.41314892",415.5033569,4.288,58,0.8,1,5,none,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4/sapling_repeat[2],APC12bodha_grass_removed_no_fire
APC4,Acacia chundra,1455,bodha_grass_present_no_fire,seedling recruitment,,"13.84577964,78.44875077",516.0797119,3.216,58,0.8,3,8,none,uuid:65cc4ceb-42ae-43e1-9f3e-daae5612fa8f,uuid:65cc4ceb-42ae-43e1-9f3e-daae5612fa8f/sapling_repeat[13],APC4bodha_grass_present_no_fire
APC7,Pongamia pinnata,4551,bodha_grass_removed_no_fire,seedling recruitment,,"13.9399372,78.49539628",476,4.288,58,0.8,3.5,2.5,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[28],APC7bodha_grass_removed_no_fire
APC9,Limonia acidissima,3738,bodha_grass_removed_no_fire,seedling recruitment,,"13.87345934,78.52887796",446,4.288,58,0.8,5,3.5,none,uuid:9268941b-f621-4c93-9f29-62355a40e2af,uuid:9268941b-f621-4c93-9f29-62355a40e2af/sapling_repeat[6],APC9bodha_grass_removed_no_fire
APA18,Dolichandrone atrovirens,1147,bodha_grass_removed_no_fire,seedling recruitment,,"14.055346666666667,78.343015",486.9,5,58,1,5,4,none,uuid:3ec8c956-4a6d-4be4-997c-2fab93cb1597,uuid:3ec8c956-4a6d-4be4-997c-2fab93cb1597/sapling_repeat[10],APA18bodha_grass_removed_no_fire
APA8,Dolichandrone atrovirens,3996,bodha_grass_removed_no_fire,seedling recruitment,,"14.0217653,78.38094361",467,4.288,58,1.3,2,0,none,uuid:b2af20a6-b1a1-46f5-ae91-f978aeedb971,uuid:b2af20a6-b1a1-46f5-ae91-f978aeedb971/sapling_repeat[6],APA8bodha_grass_removed_no_fire
APC7,Dolichandrone atrovirens,4557,bodha_grass_removed_no_fire,seedling recruitment,,"13.94022882,78.49540559",462,4.288,58,1.6,1,1,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[10],APC7bodha_grass_removed_no_fire
APC3,Chloroxylon swietenia,1302,all_burnt,clonal offspring,,"13.82824215,78.41299774",470.3259888,3.216,58,1.7,5.5,6,none,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4/sapling_repeat[3],APC3all_burnt
APC6,Dolichandrone atrovirens,1358,bodha_grass_removed_no_fire,seedling recruitment,,"13.93986582,78.49362528",466,4.288,58,1.7,0,2,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[81],APC6bodha_grass_removed_no_fire
APC4,Dolichandrone atrovirens,1422,bodha_grass_removed_no_fire,seedling recruitment,,"13.84350834,78.42166727",479.1044922,3.216,58,1.8,3,1.5,none,uuid:37f64765-28d3-4653-bf05-db1cbf1ba2e7,uuid:37f64765-28d3-4653-bf05-db1cbf1ba2e7/sapling_repeat[5],APC4bodha_grass_removed_no_fire
APC1,Dolichandrone atrovirens,1008,bodha_grass_removed_no_fire,clonal offspring,,"13.84886145,78.42892564",466.9056396,4.288,58,1.9,7,1.5,none,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e/sapling_repeat[4],APC1bodha_grass_removed_no_fire
APA20,Acacia leucophloea,3433,bodha_grass_removed_no_fire,seedling recruitment,,"14.078524999999997,78.32983333333333",532.5,4.9,57,0.5,8,1,none,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c/sapling_repeat[10],APA20bodha_grass_removed_no_fire
APC11,Dalbergia paniculata,4605,bodha_grass_removed_no_fire,clonal offspring,,"13.83809032,78.41066845",506.9510498,4.288,57,0.5,4,10,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[30],APC11bodha_grass_removed_no_fire
APA1,Wrightia tinctoria,1182,all_burnt,clonal offspring,from an old sapling,"14.073350000000001,78.32039666666667",543.6,4.1,57,0.7,5,5,none,uuid:e2b89ba3-8b34-432a-b7d5-35112e40b29d,uuid:e2b89ba3-8b34-432a-b7d5-35112e40b29d/sapling_repeat[4],APA1all_burnt
APA7,Chloroxylon swietenia,3945,bodha_grass_removed_no_fire,seedling recruitment,,"14.02245639,78.38138464",460,4.288,57,1,5,0,browsed,uuid:749e5815-f6a3-47f6-9f0a-20bc2e346b9b,uuid:749e5815-f6a3-47f6-9f0a-20bc2e346b9b/sapling_repeat[6],APA7bodha_grass_removed_no_fire
APC4,Dolichandrone atrovirens,1419,bodha_grass_removed_no_fire,seedling recruitment,,"13.8435148,78.42176348",482.3696289,4.288,57,1.4,3,3.5,none,uuid:37f64765-28d3-4653-bf05-db1cbf1ba2e7,uuid:37f64765-28d3-4653-bf05-db1cbf1ba2e7/sapling_repeat[2],APC4bodha_grass_removed_no_fire
APA20,Gyrocarpus americanus,3430,bodha_grass_removed_no_fire,clonal offspring,,"14.078488333333333,78.32986166666666",531.7,4.9,57,1.7,3,1,none,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c/sapling_repeat[7],APA20bodha_grass_removed_no_fire
APC7,Dolichandrone atrovirens,4561,bodha_grass_removed_no_fire,seedling recruitment,,"13.94031382,78.49543213",460,4.288,57,1.9,5,3,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[5],APC7bodha_grass_removed_no_fire
APC3,Acacia chundra,1321,all_burnt,clonal offspring,from an old sapling,"13.8281177,78.41296374",473.5197754,4.288,56,0.4,5,3,none,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4,uuid:9dabc10a-b600-4608-9698-a8ccb38fe0e4/sapling_repeat[22],APC3all_burnt
APA17,Acacia chundra,4734,bodha_grass_present_no_fire,clonal offspring,,"14.11805823,78.33342224",391.0299072,4.288,56,0.6,7,3,none,uuid:02f207ad-3edd-4db8-8f20-abc63430a887,uuid:02f207ad-3edd-4db8-8f20-abc63430a887/sapling_repeat[9],APA17bodha_grass_present_no_fire
APC13,Pongamia pinnata,3764,bodha_grass_present_no_fire,seedling recruitment,,"13.90656354,78.50230237",434,3.216,56,0.6,3,5,none,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd/sapling_repeat[6],APC13bodha_grass_present_no_fire
APA19,Chloroxylon swietenia,1024,bodha_grass_removed_no_fire,seedling recruitment,,"14.051653333333336,78.32457500000001",587.8,4.7,56,0.7,5,1.5,none,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d/sapling_repeat[24],APA19bodha_grass_removed_no_fire
APC12,Dolichandrone atrovirens,4954,all_burnt,clonal offspring,,"13.8699789,78.4179454",428.8713379,4.288,56,0.7,3,4,none,uuid:bec5093d-0eb3-46a5-b0c2-77590f620871,uuid:bec5093d-0eb3-46a5-b0c2-77590f620871/sapling_repeat[17],APC12all_burnt
APA19,Dolichandrone atrovirens,3406,bodha_grass_present_no_fire,clonal offspring,,"14.059303333333332,78.34465166666668",548.3,4.9,56,0.9,4,1.5,none,uuid:0b5b9043-f849-4a34-94d5-508357d2caac,uuid:0b5b9043-f849-4a34-94d5-508357d2caac/sapling_repeat[6],APA19bodha_grass_present_no_fire
APA10,Dolichandrone atrovirens,3951,bodha_grass_removed_no_fire,seedling recruitment,,"14.01921318,78.3824823",438,3.216,56,0.9,2,3,none,uuid:d035842c-e768-4f37-9230-66f5cc58b691,uuid:d035842c-e768-4f37-9230-66f5cc58b691/sapling_repeat[12],APA10bodha_grass_removed_no_fire
APA1,Dalbergia paniculata,3451,bodha_grass_removed_no_fire,seedling recruitment,,"14.065043333333332,78.31978166666666",532.9,5,56,1,2,1,none,uuid:d017be59-bbc1-47bd-a044-da7cac8c4de3,uuid:d017be59-bbc1-47bd-a044-da7cac8c4de3/sapling_repeat[4],APA1bodha_grass_removed_no_fire
APA18,Dolichandrone atrovirens,1101,bodha_grass_present_no_fire,seedling recruitment,,"14.058711666666666,78.33784",543.2,3.8,56,1,2,1.5,none,uuid:33e246ea-50de-4bc0-ba17-535cd85563b4,uuid:33e246ea-50de-4bc0-ba17-535cd85563b4/sapling_repeat[1],APA18bodha_grass_present_no_fire
APA20,Wrightia tinctoria,3428,bodha_grass_removed_no_fire,clonal offspring,,"14.078579999999999,78.32951833333333",499.3,5,56,1.1,4,2,none,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c/sapling_repeat[5],APA20bodha_grass_removed_no_fire
APA1,Dolichandrone atrovirens,1183,all_burnt,clonal offspring,from an old sapling,"14.073306666666667,78.32037166666667",548.4,4.6,56,1.3,6,8,none,uuid:e2b89ba3-8b34-432a-b7d5-35112e40b29d,uuid:e2b89ba3-8b34-432a-b7d5-35112e40b29d/sapling_repeat[3],APA1all_burnt
APC6,Dolichandrone atrovirens,1305,bodha_grass_removed_no_fire,seedling recruitment,,"13.93977422,78.49341509",466,4.288,56,1.3,0,2,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[66],APC6bodha_grass_removed_no_fire
APC2,Diospyros montana,3715,bodha_grass_removed_no_fire,seedling recruitment,,"13.89550874,78.47708568",446,4.288,56,1.4,8,2,none,uuid:bcf824e4-8cc6-43d5-8793-f9088bf2ffad,uuid:bcf824e4-8cc6-43d5-8793-f9088bf2ffad/sapling_repeat[6],APC2bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1352,bodha_grass_removed_no_fire,seedling recruitment,,"13.93971595,78.49323792",461,4.288,56,1.5,0,1,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[35],APC6bodha_grass_removed_no_fire
APA1,Dalbergia paniculata,3464,bodha_grass_removed_no_fire,clonal offspring,,"14.064366666666668,78.31949166666666",532,5,56,1.8,3,3,none,uuid:d017be59-bbc1-47bd-a044-da7cac8c4de3,uuid:d017be59-bbc1-47bd-a044-da7cac8c4de3/sapling_repeat[17],APA1bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1394,bodha_grass_removed_no_fire,seedling recruitment,,"13.93969435,78.49317564",460,4.288,56,2,5,0.6,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[13],APC6bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,1346,bodha_grass_removed_no_fire,seedling recruitment,,"13.93971025,78.49321091",471,4.288,56,2.1,3,0.1,none,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6,uuid:76e9de80-2bcb-42b8-9353-8c698af54ff6/sapling_repeat[52],APC6bodha_grass_removed_no_fire
APC10,Acacia chundra,4977,all_burnt,clonal offspring,,"13.861926,78.43341626",453.0769043,4.288,55,0.4,5,4,none,uuid:14440c18-36dc-47b8-adc8-31f8f686e799,uuid:14440c18-36dc-47b8-adc8-31f8f686e799/sapling_repeat[24],APC10all_burnt
APA18,Dalbergia paniculata,1151,bodha_grass_removed_no_fire,seedling recruitment,,"14.055575,78.34330166666668",484.3,4.8,55,0.5,9.5,5,none,uuid:3ec8c956-4a6d-4be4-997c-2fab93cb1597,uuid:3ec8c956-4a6d-4be4-997c-2fab93cb1597/sapling_repeat[14],APA18bodha_grass_removed_no_fire
APA17,Dolichandrone atrovirens,4761,bodha_grass_removed_no_fire,seedling recruitment,,"14.11835609,78.33488667",402.0587158,3.216,55,0.6,0.3,3,none,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3,uuid:77469c3b-b5a4-4108-9ce3-3ebddf4d94a3/sapling_repeat[8],APA17bodha_grass_removed_no_fire
APC11,Cassia fistula,4632,all_burnt,clonal offspring,,"13.83711542,78.41061651",513.6152344,4.288,55,0.6,6,5,none,uuid:a87bc91e-a1aa-46de-a276-50289305c340,uuid:a87bc91e-a1aa-46de-a276-50289305c340/sapling_repeat[27],APC11all_burnt
APC11,Dolichandrone atrovirens,1395,bodha_grass_removed_no_fire,seedling recruitment,,"13.83881873,78.41065038",528.0065918,4.288,55,0.7,1,2,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[20],APC11bodha_grass_removed_no_fire
APC7,Chloroxylon swietenia,3706,bodha_grass_present_no_fire,seedling recruitment,,"13.94244098,78.50767233",419,4.288,55,0.7,6,0.2,none,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3/sapling_repeat[16],APC7bodha_grass_present_no_fire
APA19,Dolichandrone atrovirens,3403,bodha_grass_present_no_fire,clonal offspring,,"14.059206666666666,78.344685",568.9,4.2,55,0.9,6,2,none,uuid:0b5b9043-f849-4a34-94d5-508357d2caac,uuid:0b5b9043-f849-4a34-94d5-508357d2caac/sapling_repeat[3],APA19bodha_grass_present_no_fire
APA17,Dolichandrone atrovirens,4735,bodha_grass_present_no_fire,clonal offspring,,"14.11808889,78.33340304",393.947937,3.216,55,1.1,8.5,10,none,uuid:02f207ad-3edd-4db8-8f20-abc63430a887,uuid:02f207ad-3edd-4db8-8f20-abc63430a887/sapling_repeat[8],APA17bodha_grass_present_no_fire
APC11,Dolichandrone atrovirens,4618,all_burnt,clonal offspring,from an old sapling,"13.83719178,78.41072816",502.9216309,4.288,55,1.1,5,5,none,uuid:a87bc91e-a1aa-46de-a276-50289305c340,uuid:a87bc91e-a1aa-46de-a276-50289305c340/sapling_repeat[13],APC11all_burnt
APC7,Dolichandrone atrovirens,4510,bodha_grass_removed_no_fire,seedling recruitment,,"13.94020801,78.49534524",472,4.288,55,1.5,5,0.5,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[45],APC7bodha_grass_removed_no_fire
APA16,Wrightia tinctoria,4787,bodha_grass_removed_no_fire,clonal offspring,,"14.11611593,78.34026868",415.2769775,4.288,55,1.7,8,0,none,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed/sapling_repeat[1],APA16bodha_grass_removed_no_fire
APC13,Tectona grandis,4519,bodha_grass_removed_no_fire,seedling recruitment,,"13.90557151,78.5020972",432,4.288,55,1.9,0,2,none,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e/sapling_repeat[6],APC13bodha_grass_removed_no_fire
