site_code,sapling_name,sapling_tag_no,treatment,type_recruit,Note on revisit,sapling_coordinate,sapling_altitude,sapling_coordinate-accuracy,sapling_height (cm),sapling_rcd (cm),sapling_line_to_sapling (m),sapling_to_sapling (m),sapling_disturbance,PARENT_KEY,KEY,site
APC7,Chloroxylon swietenia,3751,bodha_grass_present_no_fire,seedling recruitment,,"13.94264383,78.50766168",406,4.288,23,0.3,1,0,none,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3/sapling_repeat[13],APC7bodha_grass_present_no_fire
APA20,Gyrocarpus americanus,3426,bodha_grass_removed_no_fire,seedling recruitment,,"14.078489999999999,78.32951",500.1,5,23,0.4,2,2,none,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c/sapling_repeat[3],APA20bodha_grass_removed_no_fire
APA21,Dalbergia paniculata,4929,bodha_grass_removed_no_fire,seedling recruitment,,"14.00869941,78.32071383",505.7606201,4.288,23,0.4,4,6,none,uuid:ef0b3dfd-cd35-42cc-beeb-a634df745637,uuid:ef0b3dfd-cd35-42cc-beeb-a634df745637/sapling_repeat[23],APA21bodha_grass_removed_no_fire
APC10,Acacia chundra,4996,all_burnt,clonal offspring,,"13.86201211,78.4327455",460.5149536,3.216,23,0.4,6,2.5,none,uuid:14440c18-36dc-47b8-adc8-31f8f686e799,uuid:14440c18-36dc-47b8-adc8-31f8f686e799/sapling_repeat[5],APC10all_burnt
APC12,Dolichandrone atrovirens,4960,all_burnt,clonal offspring,from an old sapling,"13.86986543,78.41795945",425.4764404,3.216,23,0.4,3,1,none,uuid:bec5093d-0eb3-46a5-b0c2-77590f620871,uuid:bec5093d-0eb3-46a5-b0c2-77590f620871/sapling_repeat[11],APC12all_burnt
APA19,Dolichandrone atrovirens,3404,bodha_grass_present_no_fire,seedling recruitment,,"14.059259999999998,78.34461833333333",569,5,23,0.5,6,5,none,uuid:0b5b9043-f849-4a34-94d5-508357d2caac,uuid:0b5b9043-f849-4a34-94d5-508357d2caac/sapling_repeat[4],APA19bodha_grass_present_no_fire
APC1,Holoptelia intergrifolia,1033,bodha_grass_removed_no_fire,seedling recruitment,,"13.84890358,78.42854147",456.0697021,4.288,23,0.5,1,3,none,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e/sapling_repeat[11],APC1bodha_grass_removed_no_fire
APC10,Dolichandrone atrovirens,4982,all_burnt,clonal offspring,,"13.86200382,78.43291998",452.654541,3.216,23,0.5,6.5,3,none,uuid:14440c18-36dc-47b8-adc8-31f8f686e799,uuid:14440c18-36dc-47b8-adc8-31f8f686e799/sapling_repeat[19],APC10all_burnt
APC14,Tectona grandis,3776,bodha_grass_removed_no_fire,seedling recruitment,,"13.90468298,78.50441449",420,4.288,23,0.5,0,0,none,uuid:18b7e05f-cf23-405c-a962-4679c50c721d,uuid:18b7e05f-cf23-405c-a962-4679c50c721d/sapling_repeat[3],APC14bodha_grass_removed_no_fire
APC10,Dolichandrone atrovirens,4992,all_burnt,clonal offspring,,"13.86191804,78.43270601",459.366272,3.216,23,0.6,5,0.7,none,uuid:14440c18-36dc-47b8-adc8-31f8f686e799,uuid:14440c18-36dc-47b8-adc8-31f8f686e799/sapling_repeat[9],APC10all_burnt
APC5,Dolichandrone atrovirens,1336,bodha_grass_removed_no_fire,seedling recruitment,,"13.80537016,78.41416431",494.581665,4.288,23,0.8,5,2,none,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8/sapling_repeat[10],APC5bodha_grass_removed_no_fire
APA20,Gyrocarpus americanus,3436,bodha_grass_removed_no_fire,seedling recruitment,,"14.078480000000003,78.32989333333333",532.7,4.9,23,0.9,6,4,none,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c/sapling_repeat[13],APA20bodha_grass_removed_no_fire
APA7,Chloroxylon swietenia,3941,bodha_grass_removed_no_fire,seedling recruitment,,"14.02237415,78.38153209",453,4.288,23,1,1,3,browsed,uuid:749e5815-f6a3-47f6-9f0a-20bc2e346b9b,uuid:749e5815-f6a3-47f6-9f0a-20bc2e346b9b/sapling_repeat[2],APA7bodha_grass_removed_no_fire
APC13,Hardwickia binata,3770,bodha_grass_present_no_fire,seedling recruitment,,"13.90643161,78.5020095",439,4.288,23,1.1,6,2,none,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd/sapling_repeat[14],APC13bodha_grass_present_no_fire
APA1,Dalbergia paniculata,3456,bodha_grass_removed_no_fire,seedling recruitment,,"14.064816666666665,78.31983166666667",532.3,4.9,22,0.3,6,12,none,uuid:d017be59-bbc1-47bd-a044-da7cac8c4de3,uuid:d017be59-bbc1-47bd-a044-da7cac8c4de3/sapling_repeat[9],APA1bodha_grass_removed_no_fire
APA19,Chloroxylon swietenia,1025,bodha_grass_removed_no_fire,clonal offspring,,"14.051585,78.324615",587.7,5,22,0.3,5,9,none,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d,uuid:b534d176-bf85-411a-a5ae-8b722ebe957d/sapling_repeat[25],APA19bodha_grass_removed_no_fire
APA10,Butea monosperma,3967,bodha_grass_removed_no_fire,seedling recruitment,,"14.01971125,78.38230633",438,4.288,22,0.4,0,1,none,uuid:d035842c-e768-4f37-9230-66f5cc58b691,uuid:d035842c-e768-4f37-9230-66f5cc58b691/sapling_repeat[1],APA10bodha_grass_removed_no_fire
APC10,Dolichandrone atrovirens,4986,all_burnt,clonal offspring,,"13.86186767,78.43287245",451.2773438,3.216,22,0.4,8,2.5,none,uuid:14440c18-36dc-47b8-adc8-31f8f686e799,uuid:14440c18-36dc-47b8-adc8-31f8f686e799/sapling_repeat[15],APC10all_burnt
APC9,Syzygium cumini,3762,bodha_grass_removed_no_fire,seedling recruitment,,"13.87355665,78.52860551",446,4.288,22,0.4,1,2,browsed,uuid:9268941b-f621-4c93-9f29-62355a40e2af,uuid:9268941b-f621-4c93-9f29-62355a40e2af/sapling_repeat[3],APC9bodha_grass_removed_no_fire
APC1,Diospyros melanoxylon,1001,bodha_grass_removed_no_fire,clonal offspring,,"13.84885243,78.42888226",464.9127197,4.288,22,0.5,4.5,2.4,none,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e/sapling_repeat[2],APC1bodha_grass_removed_no_fire
APA16,Wrightia tinctoria,4775,bodha_grass_removed_no_fire,clonal offspring,,"14.11668437,78.34049782",399.4920654,3.216,22,0.6,3,0,none,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed,uuid:3edaa534-46c6-41e7-a507-38160aa7c0ed/sapling_repeat[13],APA16bodha_grass_removed_no_fire
APC7,Dolichandrone atrovirens,4536,bodha_grass_removed_no_fire,seedling recruitment,,"13.93963563,78.49525546",484,4.288,22,0.6,9,4,none,uuid:d77f3969-5887-4716-bd14-d969a8ab9752,uuid:d77f3969-5887-4716-bd14-d969a8ab9752/sapling_repeat[34],APC7bodha_grass_removed_no_fire
APC11,Dolichandrone atrovirens,4622,all_burnt,clonal offspring,from an old sapling,"13.83707804,78.41078974",510.7431641,4.288,22,0.7,8,5,none,uuid:a87bc91e-a1aa-46de-a276-50289305c340,uuid:a87bc91e-a1aa-46de-a276-50289305c340/sapling_repeat[17],APC11all_burnt
APC5,Dolichandrone atrovirens,1333,bodha_grass_removed_no_fire,clonal offspring,,"13.8054706,78.41427856",492.2390137,4.288,22,0.8,8,1,none,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8/sapling_repeat[7],APC5bodha_grass_removed_no_fire
APC13,Hardwickia binata,3781,bodha_grass_present_no_fire,seedling recruitment,,"13.90643385,78.50197643",449,4.288,22,1,8,3,none,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd/sapling_repeat[15],APC13bodha_grass_present_no_fire
APC7,Chloroxylon swietenia,3741,bodha_grass_present_no_fire,seedling recruitment,,"13.94268644,78.50766584",407,4.288,21,0.4,3,1,none,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3,uuid:5ae5bcfd-0dd3-4101-86a7-9360a79f93e3/sapling_repeat[10],APC7bodha_grass_present_no_fire
APC3,Dolichandrone atrovirens,1484,bodha_grass_removed_no_fire,clonal offspring,,"13.82890515,78.41250482",446.2686768,3.216,21,0.6,5,1,none,uuid:3571d744-1048-4797-a485-5e341e06d360,uuid:3571d744-1048-4797-a485-5e341e06d360/sapling_repeat[18],APC3bodha_grass_removed_no_fire
APC10,Tectona grandis,4650,bodha_grass_removed_no_fire,seedling recruitment,,"13.86507688,78.39853504",411.8286743,4.288,21,0.7,1,15,none,uuid:f026b57d-dbbc-4525-80d5-2197733fab7f,uuid:f026b57d-dbbc-4525-80d5-2197733fab7f/sapling_repeat[15],APC10bodha_grass_removed_no_fire
APC1,Tectona grandis,1044,bodha_grass_removed_no_fire,seedling recruitment,,"13.84890723,78.42842632",442,3.216,21,0.7,0,1,none,uuid:1bba5eee-3eda-4d8a-ba40-2a8f3bb568f7,uuid:1bba5eee-3eda-4d8a-ba40-2a8f3bb568f7/sapling_repeat[29],APC1bodha_grass_removed_no_fire
APC1,Tectona grandis,1021,bodha_grass_removed_no_fire,seedling recruitment,,"13.8487818,78.42871228",464,4.288,21,0.9,5.5,0.4,none,uuid:1bba5eee-3eda-4d8a-ba40-2a8f3bb568f7,uuid:1bba5eee-3eda-4d8a-ba40-2a8f3bb568f7/sapling_repeat[18],APC1bodha_grass_removed_no_fire
APC1,Tectona grandis,1058,bodha_grass_removed_no_fire,seedling recruitment,,"13.84900315,78.42841787",456.8018188,3.216,21,1.2,7,1,none,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e/sapling_repeat[23],APC1bodha_grass_removed_no_fire
APA12,Dalbergia paniculata,4905,all_burnt,clonal offspring,from an old sapling,"14.04115398,78.31764704",538.5137939,4.288,20,0.3,7,2.5,none,uuid:b73983d3-7359-4868-bfb0-cd2df4ca1a25,uuid:b73983d3-7359-4868-bfb0-cd2df4ca1a25/sapling_repeat[5],APA12all_burnt
APA12,Azadirachata indica,4917,bodha_grass_removed_no_fire,clonal offspring,,"14.04076302,78.31733907",541.3913574,4.288,20,0.3,2,0,none,uuid:d575f779-7734-4a1e-a29a-0fec0e6ec096,uuid:d575f779-7734-4a1e-a29a-0fec0e6ec096/sapling_repeat[2],APA12bodha_grass_removed_no_fire
APA5,Ziziphus mauritiana,3890,bodha_grass_removed_no_fire,seedling recruitment,,"14.06726713,78.34903229",424,4.288,20,0.3,3,5,none,uuid:e35b7efb-69ef-4992-868e-6935ddb1ffec,uuid:e35b7efb-69ef-4992-868e-6935ddb1ffec/sapling_repeat[11],APA5bodha_grass_removed_no_fire
APA7,Cassia fistula,3978,all_burnt,clonal offspring,from an old sapling,"14.02767818,78.37569791",423,4.288,20,0.3,3,0,none,uuid:5d041c94-0298-4f8f-a089-195db9946b52,uuid:5d041c94-0298-4f8f-a089-195db9946b52/sapling_repeat[5],APA7all_burnt
APA7,Cassia fistula,3911,all_burnt,clonal offspring,from an old sapling,"14.0275136,78.37551852",426,4.288,20,0.3,1,2,none,uuid:5d041c94-0298-4f8f-a089-195db9946b52,uuid:5d041c94-0298-4f8f-a089-195db9946b52/sapling_repeat[9],APA7all_burnt
APC10,Acacia chundra,4651,bodha_grass_removed_no_fire,seedling recruitment,,"13.86513915,78.39851454",404.3690186,3.216,20,0.3,1,0.1,none,uuid:f026b57d-dbbc-4525-80d5-2197733fab7f,uuid:f026b57d-dbbc-4525-80d5-2197733fab7f/sapling_repeat[16],APC10bodha_grass_removed_no_fire
APC11,Cassia fistula,1378,bodha_grass_removed_no_fire,clonal offspring,,"13.83820847,78.41056192",519.0078735,4.288,20,0.3,2,5,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[4],APC11bodha_grass_removed_no_fire
APC12,Wrightia tinctoria,4678,bodha_grass_removed_no_fire,seedling recruitment,,"13.89370779,78.41336568",421.9342651,3.216,20,0.3,0.4,1,none,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4,uuid:70a61ec4-f34d-4439-bcfa-cfd967f07df4/sapling_repeat[21],APC12bodha_grass_removed_no_fire
APC3,Azadirachata indica,1480,bodha_grass_removed_no_fire,seedling recruitment,,"13.82894428,78.41257679",447.5522461,4.288,20,0.3,6.5,6,none,uuid:3571d744-1048-4797-a485-5e341e06d360,uuid:3571d744-1048-4797-a485-5e341e06d360/sapling_repeat[15],APC3bodha_grass_removed_no_fire
APC8,Wrightia tinctoria,3717,bodha_grass_removed_no_fire,clonal offspring,,"13.87319924,78.52823957",459,4.288,20,0.3,9,2,browsed,uuid:29d8362e-6fe7-465c-9c5d-61e347224d38,uuid:29d8362e-6fe7-465c-9c5d-61e347224d38/sapling_repeat[22],APC8bodha_grass_removed_no_fire
APA20,Azadirachata indica,3425,bodha_grass_removed_no_fire,clonal offspring,,"14.078560000000001,78.32918333333333",496.8,5,20,0.4,6,3,none,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c/sapling_repeat[2],APA20bodha_grass_removed_no_fire
APA5,Butea monosperma,3888,bodha_grass_removed_no_fire,seedling recruitment,,"14.06727953,78.34882763",402,4.288,20,0.4,9,3,none,uuid:e35b7efb-69ef-4992-868e-6935ddb1ffec,uuid:e35b7efb-69ef-4992-868e-6935ddb1ffec/sapling_repeat[6],APA5bodha_grass_removed_no_fire
APA10,Butea monosperma,3966,bodha_grass_removed_no_fire,seedling recruitment,,"14.01965192,78.38232459",437,4.288,20,0.4,4,6,none,uuid:d035842c-e768-4f37-9230-66f5cc58b691,uuid:d035842c-e768-4f37-9230-66f5cc58b691/sapling_repeat[2],APA10bodha_grass_removed_no_fire
APA7,Diospyros montana,3983,bodha_grass_present_no_fire,seedling recruitment,,"14.02157013,78.37983728",442,4.288,20,0.4,5,0,none,uuid:b0f141d5-4d19-4799-9f27-58d25a22627f,uuid:b0f141d5-4d19-4799-9f27-58d25a22627f/sapling_repeat[6],APA7bodha_grass_present_no_fire
APA10,Dolichandrone atrovirens,3901,bodha_grass_present_no_fire,seedling recruitment,,"14.01928215,78.38132359",423,4.288,20,0.4,0,0,none,uuid:209fd91d-a600-4e87-8b3f-584a068748f0,uuid:209fd91d-a600-4e87-8b3f-584a068748f0/sapling_repeat[9],APA10bodha_grass_present_no_fire
APC10,Dolichandrone atrovirens,4991,all_burnt,clonal offspring,,"13.86193698,78.43276764",460.7994385,4.288,20,0.4,4,1,none,uuid:14440c18-36dc-47b8-adc8-31f8f686e799,uuid:14440c18-36dc-47b8-adc8-31f8f686e799/sapling_repeat[10],APC10all_burnt
APC12,Acacia chundra,3279,bodha_grass_present_no_fire,seedling recruitment,,"13.89260602,78.41422423",427,4.5509996,20,0.4,2,3,none,uuid:21ad8535-3e2e-4066-88cc-bec794453533,uuid:21ad8535-3e2e-4066-88cc-bec794453533/sapling_repeat[25],APC12bodha_grass_present_no_fire
APC13,Syzygium cumini,4516,bodha_grass_removed_no_fire,seedling recruitment,,"13.90559368,78.50206441",436,4.288,20,0.4,6,3,browsed,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e/sapling_repeat[8],APC13bodha_grass_removed_no_fire
APC5,Wrightia tinctoria,1351,bodha_grass_removed_no_fire,clonal offspring,,"13.80481396,78.41402032",500.0137329,3.216,20,0.4,1,1.5,none,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8,uuid:3397899f-3f93-461a-9440-5e50d5cb21f8/sapling_repeat[25],APC5bodha_grass_removed_no_fire
APC6,Dolichandrone atrovirens,4522,all_burnt,clonal offspring,from an old sapling,"13.94088007,78.49468948",443,4.288,20,0.4,5,0.3,none,uuid:ef5fc0b1-e8e9-428b-8c93-49692b9e686b,uuid:ef5fc0b1-e8e9-428b-8c93-49692b9e686b/sapling_repeat[2],APC6all_burnt
APA20,Azadirachata indica,3435,bodha_grass_removed_no_fire,seedling recruitment,,"14.078518333333333,78.329735",532.8,4.9,20,0.5,5,2,none,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c/sapling_repeat[12],APA20bodha_grass_removed_no_fire
APA21,Dalbergia paniculata,4946,bodha_grass_removed_no_fire,seedling recruitment,,"14.00853479,78.32089253",491.8799438,3.216,20,0.5,6,1,none,uuid:ef0b3dfd-cd35-42cc-beeb-a634df745637,uuid:ef0b3dfd-cd35-42cc-beeb-a634df745637/sapling_repeat[6],APA21bodha_grass_removed_no_fire
APA6,Ziziphus mauritiana,3877,all_burnt,clonal offspring,,"14.03234923,78.37955536",407,3.216,20,0.5,2,0,none,uuid:e1c28098-bd3d-456e-b92f-2ca65ac74196,uuid:e1c28098-bd3d-456e-b92f-2ca65ac74196/sapling_repeat[1],APA6all_burnt
APA5,Ziziphus mauritiana,3862,bodha_grass_removed_no_fire,seedling recruitment,,"14.06392064,78.35512907",434,4.288,20,0.5,0,0,none,uuid:ed413bc2-94f4-4efc-8362-c3a59a7938fd,uuid:ed413bc2-94f4-4efc-8362-c3a59a7938fd/sapling_repeat[3],APA5bodha_grass_removed_no_fire
APC1,Syzygium cumini,1050,bodha_grass_removed_no_fire,seedling recruitment,,"13.84893324,78.42848914",460.8809814,4.288,20,0.5,2.3,1.3,none,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e/sapling_repeat[15],APC1bodha_grass_removed_no_fire
APC4,Dolichandrone atrovirens,1445,bodha_grass_present_no_fire,seedling recruitment,,"13.8457956,78.44845666",517.5742798,3.216,20,0.5,1,3,none,uuid:65cc4ceb-42ae-43e1-9f3e-daae5612fa8f,uuid:65cc4ceb-42ae-43e1-9f3e-daae5612fa8f/sapling_repeat[4],APC4bodha_grass_present_no_fire
APA5,Diospyros montana,3873,bodha_grass_removed_no_fire,clonal offspring,,"14.06342365,78.35488359",434,4.288,20,0.6,2,0,none,uuid:ed413bc2-94f4-4efc-8362-c3a59a7938fd,uuid:ed413bc2-94f4-4efc-8362-c3a59a7938fd/sapling_repeat[7],APA5bodha_grass_removed_no_fire
APC1,Dolichandrone atrovirens,1063,bodha_grass_present_no_fire,clonal offspring,,"13.85037422,78.44364389",490.7680054,4.288,20,0.6,4.5,2,none,uuid:a332e100-79f6-41db-9d9f-0482892368f4,uuid:a332e100-79f6-41db-9d9f-0482892368f4/sapling_repeat[6],APC1bodha_grass_present_no_fire
APC1,Gardenia gummifera,1073,bodha_grass_present_no_fire,clonal offspring,,"13.85048828,78.44334549",479.3455811,4.288,20,0.6,4,1.5,none,uuid:a332e100-79f6-41db-9d9f-0482892368f4,uuid:a332e100-79f6-41db-9d9f-0482892368f4/sapling_repeat[14],APC1bodha_grass_present_no_fire
APA7,Carissa carandas,3905,all_burnt,clonal offspring,,"14.02782179,78.37593623",417,4.288,20,0.7,0,0,browsed,uuid:5d041c94-0298-4f8f-a089-195db9946b52,uuid:5d041c94-0298-4f8f-a089-195db9946b52/sapling_repeat[1],APA7all_burnt
APC13,Holoptelia intergrifolia,4506,bodha_grass_removed_no_fire,seedling recruitment,,"13.90507303,78.50187408",419,3.216,20,0.7,8,1,none,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e/sapling_repeat[11],APC13bodha_grass_removed_no_fire
APC4,Dolichandrone atrovirens,1434,bodha_grass_removed_no_fire,clonal offspring,,"13.84362743,78.42102276",486.307312,3.216,20,0.7,5,1,none,uuid:37f64765-28d3-4653-bf05-db1cbf1ba2e7,uuid:37f64765-28d3-4653-bf05-db1cbf1ba2e7/sapling_repeat[17],APC4bodha_grass_removed_no_fire
APC4,Dolichandrone atrovirens,1423,bodha_grass_removed_no_fire,seedling recruitment,,"13.84355009,78.42167018",477.5742188,3.216,20,0.7,1,1.5,none,uuid:37f64765-28d3-4653-bf05-db1cbf1ba2e7,uuid:37f64765-28d3-4653-bf05-db1cbf1ba2e7/sapling_repeat[6],APC4bodha_grass_removed_no_fire
APA18,Dolichandrone atrovirens,1105,bodha_grass_present_no_fire,clonal offspring,,"14.058543333333335,78.33709",539,4.2,20,0.8,7.5,3,none,uuid:33e246ea-50de-4bc0-ba17-535cd85563b4,uuid:33e246ea-50de-4bc0-ba17-535cd85563b4/sapling_repeat[5],APA18bodha_grass_present_no_fire
APC13,Hardwickia binata,3777,bodha_grass_present_no_fire,seedling recruitment,,"13.90656764,78.5022971",432,4.288,20,0.8,0,2,none,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd,uuid:e400ed9f-f248-42cc-9402-b000d0f2c4cd/sapling_repeat[7],APC13bodha_grass_present_no_fire
APC4,Dolichandrone atrovirens,1424,bodha_grass_removed_no_fire,seedling recruitment,,"13.8435264,78.42145995",479.1624756,3.216,20,0.8,0.1,2,none,uuid:37f64765-28d3-4653-bf05-db1cbf1ba2e7,uuid:37f64765-28d3-4653-bf05-db1cbf1ba2e7/sapling_repeat[7],APC4bodha_grass_removed_no_fire
APA1,Holoptelia intergrifolia,3448,bodha_grass_removed_no_fire,seedling recruitment,,"14.0651,78.31972999999999",532.8,4.9,20,0.9,0.5,5,none,uuid:d017be59-bbc1-47bd-a044-da7cac8c4de3,uuid:d017be59-bbc1-47bd-a044-da7cac8c4de3/sapling_repeat[1],APA1bodha_grass_removed_no_fire
APA20,Wrightia tinctoria,3431,bodha_grass_removed_no_fire,seedling recruitment,,"14.078451666666668,78.329775",532.8,5,20,0.9,7,2.5,none,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c,uuid:b5d3e0b8-ae4e-4191-9f76-cfa23663346c/sapling_repeat[8],APA20bodha_grass_removed_no_fire
APC1,Tectona grandis,1027,bodha_grass_removed_no_fire,seedling recruitment,,"13.84887443,78.42890658",465.4729004,4.288,20,1,8.8,1.5,none,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e/sapling_repeat[5],APC1bodha_grass_removed_no_fire
APC13,Tectona grandis,3783,bodha_grass_removed_no_fire,seedling recruitment,,"13.90501734,78.50179647",412,4.288,20,1,8,0,none,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e,uuid:f5263055-57e8-4c93-b366-e28ca04b4a2e/sapling_repeat[12],APC13bodha_grass_removed_no_fire
APC8,Dalbergia paniculata,3703,bodha_grass_removed_no_fire,seedling recruitment,,"13.8736634,78.52808409",440,4.288,20,1.1,6,1,none,uuid:29d8362e-6fe7-465c-9c5d-61e347224d38,uuid:29d8362e-6fe7-465c-9c5d-61e347224d38/sapling_repeat[12],APC8bodha_grass_removed_no_fire
APC1,Dolichandrone atrovirens,1015,bodha_grass_removed_no_fire,seedling recruitment,,"13.84877875,78.42885254",453,3.216,20,1.2,4.1,3.2,none,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e,uuid:1bba5eee-3eda-4d8a-ba40-2a8f3bb568f7/sapling_repeat[11],APC1bodha_grass_removed_no_fire
APC11,Dolichandrone atrovirens,1377,bodha_grass_removed_no_fire,seedling recruitment,,"13.83819148,78.4105573",520.8597412,4.288,20,1.3,7,5,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[3],APC11bodha_grass_removed_no_fire
APA19,Dolichandrone atrovirens,1044,all_burnt,clonal offspring,from an old sapling,"14.061775,78.342055",564.2,5,20,2.6,8,1.5,none,uuid:11c29288-4ab9-4a27-a5f8-338e602ddcb2,uuid:11c29288-4ab9-4a27-a5f8-338e602ddcb2/sapling_repeat[1],APA19all_burnt
APC10,Acacia chundra,4989,all_burnt,clonal offspring,,"13.86189292,78.43275494",457.895874,3.216,19,0.2,4,15,none,uuid:14440c18-36dc-47b8-adc8-31f8f686e799,uuid:14440c18-36dc-47b8-adc8-31f8f686e799/sapling_repeat[12],APC10all_burnt
APA19,Dolichandrone atrovirens,1053,all_burnt,clonal offspring,from an old sapling,"14.061045000000002,78.34260333333333",564.5,4.8,19,0.3,3,5,none,uuid:11c29288-4ab9-4a27-a5f8-338e602ddcb2,uuid:11c29288-4ab9-4a27-a5f8-338e602ddcb2/sapling_repeat[10],APA19all_burnt
APC11,Dolichandrone atrovirens,4604,bodha_grass_removed_no_fire,seedling recruitment,,"13.83815437,78.41069516",518.1307983,4.288,19,0.3,9.5,15,none,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041,uuid:9a5a4b85-8fb8-4992-b130-6b0315bd0041/sapling_repeat[29],APC11bodha_grass_removed_no_fire
APC8,Dolichandrone atrovirens,3722,all_burnt,clonal offspring,from an old sapling,"13.87294173,78.52460502",430,4.288,19,0.3,8,0,none,uuid:54a8c8c5-4cb8-4300-92e9-e81fa0600443,uuid:54a8c8c5-4cb8-4300-92e9-e81fa0600443/sapling_repeat[2],APC8all_burnt
APA19,Dolichandrone atrovirens,1056,all_burnt,clonal offspring,from an old sapling,"14.061233333333332,78.34249166666667",564.5,4.9,19,0.4,5,1,none,uuid:11c29288-4ab9-4a27-a5f8-338e602ddcb2,uuid:11c29288-4ab9-4a27-a5f8-338e602ddcb2/sapling_repeat[13],APA19all_burnt
APA21,Cassia fistula,4930,bodha_grass_removed_no_fire,seedling recruitment,,"14.00877292,78.32060216",513.6091919,4.288,19,0.4,4,6,none,uuid:ef0b3dfd-cd35-42cc-beeb-a634df745637,uuid:ef0b3dfd-cd35-42cc-beeb-a634df745637/sapling_repeat[22],APA21bodha_grass_removed_no_fire
APA6,Pongamia pinnata,3985,bodha_grass_removed_no_fire,seedling recruitment,,"14.03021889,78.38466599",387,3.216,19,0.4,0,0,none,uuid:e01b95cd-a2c1-47a3-ad71-a041a1301be3,uuid:e01b95cd-a2c1-47a3-ad71-a041a1301be3/sapling_repeat[1],APA6bodha_grass_removed_no_fire
APA12,Albizia amara,4916,bodha_grass_removed_no_fire,seedling recruitment,,"14.04076324,78.31734084",542.1333008,3.216,19,0.5,0.1,9,none,uuid:d575f779-7734-4a1e-a29a-0fec0e6ec096,uuid:d575f779-7734-4a1e-a29a-0fec0e6ec096/sapling_repeat[3],APA12bodha_grass_removed_no_fire
APC1,Holoptelia intergrifolia,1047,bodha_grass_removed_no_fire,seedling recruitment,,"13.84890505,78.42854052",456.5637207,3.216,19,0.7,1.5,2,none,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e,uuid:aeb680bf-0d6c-465a-b898-46f2dd43a01e/sapling_repeat[12],APC1bodha_grass_removed_no_fire
APC9,Hardwickia binata,3779,bodha_grass_removed_no_fire,seedling recruitment,,"13.87343777,78.52927957",453,4.288,18,0.2,2,1,none,uuid:9268941b-f621-4c93-9f29-62355a40e2af,uuid:9268941b-f621-4c93-9f29-62355a40e2af/sapling_repeat[24],APC9bodha_grass_removed_no_fire
